Code,Wards (2016),Health Indicator,value
E05000444,Forest Hill; Lewisham,Emergency hospital admissions for all causes,86.6
E05000445,Grove Park; Lewisham,Emergency hospital admissions for all causes,105.9
E05000446,Ladywell; Lewisham,Emergency hospital admissions for all causes,96.4
E05000447,Lee Green; Lewisham,Emergency hospital admissions for all causes,94.4
E05000448,Lewisham Central; Lewisham,Emergency hospital admissions for all causes,114.5
E05000449,New Cross; Lewisham,Emergency hospital admissions for all causes,116.0
E05000450,Perry Vale; Lewisham,Emergency hospital admissions for all causes,94.6
E05000451,Rushey Green; Lewisham,Emergency hospital admissions for all causes,121.2
E05000452,Sydenham; Lewisham,Emergency hospital admissions for all causes,104.5
E05000453,Telegraph Hill; Lewisham,Emergency hospital admissions for all causes,88.2
E05000454,Whitefoot; Lewisham,Emergency hospital admissions for all causes,106.3
E05000455,Abbey; Merton,Emergency hospital admissions for all causes,81.4
E05000456,Cannon Hill; Merton,Emergency hospital admissions for all causes,82.5
E05000457,Colliers Wood; Merton,Emergency hospital admissions for all causes,91.0
E05000458,Cricket Green; Merton,Emergency hospital admissions for all causes,116.7
E05000459,Dundonald; Merton,Emergency hospital admissions for all causes,70.2
E05000460,Figge's Marsh; Merton,Emergency hospital admissions for all causes,114.4
E05000461,Graveney; Merton,Emergency hospital admissions for all causes,97.0
E05000462,Hillside; Merton,Emergency hospital admissions for all causes,76.5
E05000463,Lavender Fields; Merton,Emergency hospital admissions for all causes,109.9
E05000464,Longthornton; Merton,Emergency hospital admissions for all causes,111.3
E05000465,Lower Morden; Merton,Emergency hospital admissions for all causes,91.4
E05000466,Merton Park; Merton,Emergency hospital admissions for all causes,83.1
E05000467,Pollards Hill; Merton,Emergency hospital admissions for all causes,113.1
E05000468,Ravensbury; Merton,Emergency hospital admissions for all causes,109.6
E05000469,Raynes Park; Merton,Emergency hospital admissions for all causes,73.5
E05000470,St Helier; Merton,Emergency hospital admissions for all causes,110.2
E05000471,Trinity; Merton,Emergency hospital admissions for all causes,83.9
E05000472,Village; Merton,Emergency hospital admissions for all causes,69.1
E05000473,West Barnes; Merton,Emergency hospital admissions for all causes,78.9
E05000474,Wimbledon Park; Merton,Emergency hospital admissions for all causes,73.1
E05000475,Beckton; Newham,Emergency hospital admissions for all causes,110.5
E05000476,Boleyn; Newham,Emergency hospital admissions for all causes,101.1
E05000477,Canning Town North; Newham,Emergency hospital admissions for all causes,120.7
E05000478,Canning Town South; Newham,Emergency hospital admissions for all causes,110.2
E05000479,Custom House; Newham,Emergency hospital admissions for all causes,129.7
E05000480,East Ham Central; Newham,Emergency hospital admissions for all causes,105.4
E05000481,East Ham North; Newham,Emergency hospital admissions for all causes,104.8
E05000482,East Ham South; Newham,Emergency hospital admissions for all causes,114.3
E05000483,Forest Gate North; Newham,Emergency hospital admissions for all causes,107.2
E05000484,Forest Gate South; Newham,Emergency hospital admissions for all causes,109.9
E05000485,Green Street East; Newham,Emergency hospital admissions for all causes,106.9
E05000486,Green Street West; Newham,Emergency hospital admissions for all causes,121.2
E05000487,Little Ilford; Newham,Emergency hospital admissions for all causes,120.3
E05000488,Manor Park; Newham,Emergency hospital admissions for all causes,110.6
E05000489,Plaistow North; Newham,Emergency hospital admissions for all causes,112.1
E05000490,Plaistow South; Newham,Emergency hospital admissions for all causes,113.5
E05000491,Royal Docks; Newham,Emergency hospital admissions for all causes,92.0
E05000492,Stratford and New Town; Newham,Emergency hospital admissions for all causes,102.3
E05000493,Wall End; Newham,Emergency hospital admissions for all causes,109.3
E05000494,West Ham; Newham,Emergency hospital admissions for all causes,112.7
E05000495,Aldborough; Redbridge,Emergency hospital admissions for all causes,104.4
E05000496,Barkingside; Redbridge,Emergency hospital admissions for all causes,89.0
E05000497,Bridge; Redbridge,Emergency hospital admissions for all causes,91.7
E05000498,Chadwell; Redbridge,Emergency hospital admissions for all causes,98.5
E05000499,Church End; Redbridge,Emergency hospital admissions for all causes,90.4
E05000500,Clayhall; Redbridge,Emergency hospital admissions for all causes,88.8
E05000501,Clementswood; Redbridge,Emergency hospital admissions for all causes,108.1
E05000502,Cranbrook; Redbridge,Emergency hospital admissions for all causes,95.7
E05000503,Fairlop; Redbridge,Emergency hospital admissions for all causes,93.8
E05000504,Fullwell; Redbridge,Emergency hospital admissions for all causes,94.6
E05000505,Goodmayes; Redbridge,Emergency hospital admissions for all causes,104.7
E05000506,Hainault; Redbridge,Emergency hospital admissions for all causes,107.7
E05000507,Loxford; Redbridge,Emergency hospital admissions for all causes,112.9
E05000508,Mayfield; Redbridge,Emergency hospital admissions for all causes,96.8
E05000509,Monkhams; Redbridge,Emergency hospital admissions for all causes,77.7
E05000510,Newbury; Redbridge,Emergency hospital admissions for all causes,98.3
E05000511,Roding; Redbridge,Emergency hospital admissions for all causes,89.0
E05000512,Seven Kings; Redbridge,Emergency hospital admissions for all causes,105.4
E05000513,Snaresbrook; Redbridge,Emergency hospital admissions for all causes,91.8
E05000514,Valentines; Redbridge,Emergency hospital admissions for all causes,102.6
E05000515,Wanstead; Redbridge,Emergency hospital admissions for all causes,86.3
E05000516,Barnes; Richmond upon Thames,Emergency hospital admissions for all causes,77.8
E05000517,East Sheen; Richmond upon Thames,Emergency hospital admissions for all causes,64.8
E05000518,Fulwell and Hampton Hill; Richmond upon Thames,Emergency hospital admissions for all causes,78.5
E05000519,"Ham, Petersham and Richmond Riverside; Richmond upon Thames",Emergency hospital admissions for all causes,69.7
E05000520,Hampton; Richmond upon Thames,Emergency hospital admissions for all causes,77.5
E05000521,Hampton North; Richmond upon Thames,Emergency hospital admissions for all causes,99.6
E05000522,Hampton Wick; Richmond upon Thames,Emergency hospital admissions for all causes,74.1
E05000523,Heathfield; Richmond upon Thames,Emergency hospital admissions for all causes,94.3
E05000524,Kew; Richmond upon Thames,Emergency hospital admissions for all causes,67.6
E05000525,Mortlake and Barnes Common; Richmond upon Thames,Emergency hospital admissions for all causes,72.9
E05000526,North Richmond; Richmond upon Thames,Emergency hospital admissions for all causes,70.2
E05000527,St Margarets and North Twickenham; Richmond upon Thames,Emergency hospital admissions for all causes,68.2
E05000528,South Richmond; Richmond upon Thames,Emergency hospital admissions for all causes,67.2
E05000529,South Twickenham; Richmond upon Thames,Emergency hospital admissions for all causes,73.2
E05000530,Teddington; Richmond upon Thames,Emergency hospital admissions for all causes,76.6
E05000531,Twickenham Riverside; Richmond upon Thames,Emergency hospital admissions for all causes,72.0
E05000532,West Twickenham; Richmond upon Thames,Emergency hospital admissions for all causes,82.9
E05000533,Whitton; Richmond upon Thames,Emergency hospital admissions for all causes,87.5
E05000534,Brunswick Park; Southwark,Emergency hospital admissions for all causes,95.8
E05000535,Camberwell Green; Southwark,Emergency hospital admissions for all causes,108.0
E05000536,Cathedrals; Southwark,Emergency hospital admissions for all causes,113.8
E05000537,Chaucer; Southwark,Emergency hospital admissions for all causes,98.1
E05000538,College; Southwark,Emergency hospital admissions for all causes,89.9
E05000539,East Dulwich; Southwark,Emergency hospital admissions for all causes,85.2
E05000540,East Walworth; Southwark,Emergency hospital admissions for all causes,121.3
E05000541,Faraday; Southwark,Emergency hospital admissions for all causes,112.9
E05000542,Grange; Southwark,Emergency hospital admissions for all causes,97.9
E05000543,Livesey; Southwark,Emergency hospital admissions for all causes,116.5
E05000544,Newington; Southwark,Emergency hospital admissions for all causes,110.8
E05000545,Nunhead; Southwark,Emergency hospital admissions for all causes,114.2
E05000546,Peckham; Southwark,Emergency hospital admissions for all causes,107.2
E05000547,Peckham Rye; Southwark,Emergency hospital admissions for all causes,90.1
E05000548,Riverside; Southwark,Emergency hospital admissions for all causes,95.9
E05000549,Rotherhithe; Southwark,Emergency hospital admissions for all causes,101.1
E05000550,South Bermondsey; Southwark,Emergency hospital admissions for all causes,113.1
E05000551,South Camberwell; Southwark,Emergency hospital admissions for all causes,87.3
E05000552,Surrey Docks; Southwark,Emergency hospital admissions for all causes,87.9
E05000553,The Lane; Southwark,Emergency hospital admissions for all causes,99.8
E05000554,Village; Southwark,Emergency hospital admissions for all causes,67.7
E05000555,Beddington North; Sutton,Emergency hospital admissions for all causes,92.0
E05000556,Beddington South; Sutton,Emergency hospital admissions for all causes,106.2
E05000557,Belmont; Sutton,Emergency hospital admissions for all causes,82.5
E05000558,Carshalton Central; Sutton,Emergency hospital admissions for all causes,92.1
E05000559,Carshalton South and Clockhouse; Sutton,Emergency hospital admissions for all causes,87.5
E05000560,Cheam; Sutton,Emergency hospital admissions for all causes,78.9
E05000561,Nonsuch; Sutton,Emergency hospital admissions for all causes,86.2
E05000562,St Helier; Sutton,Emergency hospital admissions for all causes,126.3
E05000563,Stonecot; Sutton,Emergency hospital admissions for all causes,93.3
E05000564,Sutton Central; Sutton,Emergency hospital admissions for all causes,111.0
E05000565,Sutton North; Sutton,Emergency hospital admissions for all causes,99.0
E05000566,Sutton South; Sutton,Emergency hospital admissions for all causes,100.4
E05000567,Sutton West; Sutton,Emergency hospital admissions for all causes,92.6
E05000568,The Wrythe; Sutton,Emergency hospital admissions for all causes,108.4
E05000569,Wallington North; Sutton,Emergency hospital admissions for all causes,95.9
E05000570,Wallington South; Sutton,Emergency hospital admissions for all causes,101.8
E05000571,Wandle Valley; Sutton,Emergency hospital admissions for all causes,120.5
E05000572,Worcester Park; Sutton,Emergency hospital admissions for all causes,88.3
E05000590,Cann Hall; Waltham Forest,Emergency hospital admissions for all causes,107.9
E05000591,Cathall; Waltham Forest,Emergency hospital admissions for all causes,116.9
E05000592,Chapel End; Waltham Forest,Emergency hospital admissions for all causes,105.5
E05000593,Chingford Green; Waltham Forest,Emergency hospital admissions for all causes,104.3
E05000594,Endlebury; Waltham Forest,Emergency hospital admissions for all causes,104.8
E05000595,Forest; Waltham Forest,Emergency hospital admissions for all causes,116.4
E05000596,Grove Green; Waltham Forest,Emergency hospital admissions for all causes,98.2
E05000597,Hale End and Highams Park; Waltham Forest,Emergency hospital admissions for all causes,95.9
E05000598,Hatch Lane; Waltham Forest,Emergency hospital admissions for all causes,115.2
E05000599,High Street; Waltham Forest,Emergency hospital admissions for all causes,111.2
E05000600,Higham Hill; Waltham Forest,Emergency hospital admissions for all causes,114.8
E05000601,Hoe Street; Waltham Forest,Emergency hospital admissions for all causes,117.8
E05000602,Larkswood; Waltham Forest,Emergency hospital admissions for all causes,102.8
E05000603,Lea Bridge; Waltham Forest,Emergency hospital admissions for all causes,120.9
E05000604,Leyton; Waltham Forest,Emergency hospital admissions for all causes,112.5
E05000605,Leytonstone; Waltham Forest,Emergency hospital admissions for all causes,104.6
E05000606,Markhouse; Waltham Forest,Emergency hospital admissions for all causes,115.4
E05000607,Valley; Waltham Forest,Emergency hospital admissions for all causes,104.2
E05000608,William Morris; Waltham Forest,Emergency hospital admissions for all causes,104.6
E05000609,Wood Street; Waltham Forest,Emergency hospital admissions for all causes,114.7
E05000610,Balham; Wandsworth,Emergency hospital admissions for all causes,75.4
E05000611,Bedford; Wandsworth,Emergency hospital admissions for all causes,87.4
E05000612,Earlsfield; Wandsworth,Emergency hospital admissions for all causes,81.6
E05000613,East Putney; Wandsworth,Emergency hospital admissions for all causes,79.4
E05000614,Fairfield; Wandsworth,Emergency hospital admissions for all causes,75.0
E05000615,Furzedown; Wandsworth,Emergency hospital admissions for all causes,102.4
